number concept activation
251 scholar 0.00020157726
252 invasive_procedure 0.0009292681
253 tissue 1.0277509e-05
254 analyst 0.0006290672
255 customer 2.0909807e-05
256 gift 0.00572783
257 collection 0.0008757869
258 intervention 0.00047761248
259 notable 0.00033920296
260 hormone 4.744783e-06
261 exception 0.00048113466
262 ward 4.723509e-05
263 offering 0.0005797001
264 circuit 0.00018324022
265 painting 0.00052633433
266 play 0.0004980664
267 river 0.0001805604
268 structure 0.000106396285
269 cultivar 0.000112373746
270 procedure 0.0004871738
271 animal 1.7585746e-05
272 toy 0.00085680233
273 heavyweight 9.586326e-05
274 regulation 0.00039327051
275 notable_exception 0.0006499512
276 special 6.8557805e-05
277 pro 4.8130903e-05
278 discipline 0.00011626728
279 language 0.0004472075
280 island 0.00047123726
281 car 3.1206386e-07
282 drink 0.0030995319
283 religion 1.0975018e-05
284 trait 0.00033859845
285 mental_health 0.0009040422
286 beverage 0.0005384153
287 orchestra 0.00036369322
288 starter 2.0167028e-05
289 upgrade 0.000533421
290 account 4.3999633e-05
291 soft_tissue 1.8835786e-05
292 photographer 9.072157e-07
293 venue 0.00038297768
294 Adverse_Effect 0.00015011226
295 province 1.429161e-05
296 publication 0.00032935612
297 quality 0.0007741083
298 vessel 9.665713e-06
299 therapy 0.0005330866
300 speaker 0.0014983418
301 polymer 3.5340456e-08
302 flavor 9.227987e-05
303 chemical 0.0004654162
304 shape 7.033007e-06
305 guest 0.0017150693
306 gene 0.00010532365
307 injury 7.939603e-05
308 combination 0.002262231
309 bank 2.8858767e-07
310 accessory 0.00017043311
311 airline 1.0065845e-06
312 county 0.0001946488
313 competition 0.0002242303
314 actor 2.7262331e-05
315 station 0.012659626
316 gem 0.00082103495
317 image 0.0002971508
318 luminary 0.003446487
319 expression 0.008059445
320 people 0.00047171817
321 vehicle 0.00053124304
322 society 2.6102225e-05
323 tree 2.8716395e-05
324 union 7.638156e-06
325 division 1.7066477e-05
326 genre 0.0029064848
327 fruit 6.413467e-07
328 contemporary 0.00024740217
329 heroes 4.1746993e-05
330 officer 1.1525892e-05
331 heroe 7.752398e-05
332 virus 1.8878951e-06
333 establishment 0.00012740686
334 piece 0.007529863
335 scientist 0.00103038
336 spot 0.0037083328
337 wrestler 4.2957313e-06
338 space 0.0043273726
339 vaccine 3.963511e-07
340 track 0.040736318
341 value 0.00016968057
342 pioneer 0.00013443451
343 substrate 1.6682337e-05
344 publisher 1.1672269e-05
345 architect 5.3929016e-06
346 behavior 0.0016403877
347 theorist 0.00020042526
348 producer 0.00077383284
349 sweet 1.7601804e-05
350 mission 0.00072496943
351 single 0.016649013
352 partner 0.00017284922
353 park 0.00016597989
354 celebs 2.2466047e-06
355 finish 0.00012018884
356 committee 2.1003678e-05
357 battle 2.5693826e-06
358 crop 7.624413e-07
359 phrase 0.015113097
360 sight 5.236675e-05
361 addition 0.0027116872
362 album 0.0033975907
363 leader 0.00014504843
364 habitat 0.0002170267
365 charity 2.3310775e-05
366 malignancy 6.206182e-07
367 feeling 0.0009028212
368 mouth_watering 7.5875387e-06
369 legend 0.0029679833
370 real_estate 5.6164745e-06
371 icon 0.0009888828
372 modality 0.002896186
373 restaurant 0.0003812665
374 cheese 1.0013476e-07
375 mammal 1.4195924e-06
376 cutting_edge 0.00674343
377 headliner 0.0027680325
378 fuel 1.1478767e-05
379 syndrome 3.22955e-05
380 fixture 0.0006068433
381 prop 0.0024044332
382 report 0.00042308582
383 center 0.00022498796
384 college 3.2141015e-05
385 delicacy 0.000111329784
386 role 0.0008195446
387 newcomer 0.00065983407
388 ensemble 0.0007216216
389 investment 2.0849591e-05
390 control 0.0029415088
391 theory 0.0011090181
392 salad 5.696563e-07
393 biomarker 1.9365657e-06
394 nickname 0.0015152763
395 singer 0.00023813652
396 raw_material 8.416352e-06
397 entree 6.3413856e-05
398 african_american 0.00037617356
399 operator 0.004456306
400 particle 4.863164e-05
401 politician 0.0002362394
402 builder 2.015873e-06
403 maker 0.00031544533
404 series 0.0007259656
405 store 8.883325e-06
406 sport 2.3543702e-05
407 developer 0.0002923894
408 museum 6.8258823e-06
409 enzyme 1.1799202e-06
410 Web_Site 5.6201894e-05
411 herb 1.0112608e-05
412 fashion_designer 8.280659e-07
413 record 0.019086558
414 software 0.004518081
415 street 1.079089e-06
416 show 0.00024895443
417 version 0.0007368199
418 stimulus 0.025671702
419 teammate 3.8697326e-05
420 touch 0.0006313578
421 outlet 0.0006023656
422 Service_Provider 0.00034342782
423 entertainer 0.0035105606
424 advocate 0.0005563057
425 suburb 1.6488457e-05
426 exhibit 0.00034721984
427 mine 2.3938366e-05
428 settlement 1.1982741e-05
429 remedy 0.0010782158
430 official 0.00022777797
431 poem 0.014082356
432 breed 1.5059966e-05
433 state 5.9532006e-09
434 youngster 0.00045954346
435 camp 0.0016522022
436 organ 7.305178e-05
437 giant 0.0019072662
438 actress 1.8324099e-07
439 fund 8.642928e-07
440 variant 0.002355344
441 Empirical_Study 0.00013991544
442 Signature_Dish 4.478298e-05
443 mode 0.0052721333
444 conference 0.00038431262
445 force 0.00017149402
446 brewery 1.8404624e-05
447 art 0.0005379438
448 threat 0.00017666662
449 production 0.00072567863
450 supporter 0.00025422353
451 inhibitor 1.2872188e-06
452 journal 3.6269994e-05
453 practitioner 6.4327396e-05
454 novelist 8.646295e-06
455 invertebrate 5.1199113e-06
456 vegetable 5.800111e-07
457 musical 7.756924e-05
458 economist 9.048146e-05
459 card 0.0011000916
460 network 0.00012545194
461 comedy 6.510529e-05
462 nineteenth_century 0.00015776177
463 grass 0.00017889896
464 ride 0.00018197109
465 standout 3.175264e-05
466 water 0.0005434238
467 worker 0.001150471
468 investigator 0.0003406324
469 surgery 2.811797e-05
470 Famous_Name 7.795476e-05
471 Centre 0.0005581122
472 parish 1.9381643e-05
473 comment 0.02532539
474 occupation 0.00011301464
475 artiste 0.0005813199
476 experiment 0.001113033
477 insect 1.9959774e-05
478 densely_populated 5.577877e-06
479 dog 1.23593945e-05
480 commentator 0.0024274578
481 infection 1.8760065e-05
482 composition 0.0013158646
483 dignitary 4.5159344e-05
484 ethnic_minority 1.4975339e-05
485 internationally_renowned 5.0197308e-05
486 prison 9.877739e-06
487 philosopher 4.8168786e-05
488 critically_acclaimed 0.00021907703
489 comic 2.7044529e-05
490 surname 0.00012589667
491 finding 0.00016467526
492 index 1.7510456e-05
493 peer 1.7578686e-05
494 coach 9.883216e-05
495 activist 2.2693528e-05
496 foundation 3.6125668e-05
497 award 2.5630716e-05
498 pathogen 9.376927e-07
499 face 0.00013937986
500 council 2.4739204e-05
501 verb 0.02633929
502 acquisition 9.4450814e-05
503 selection 0.0010652508
504 defect 0.0013574007
505 route 0.00090610806
506 studio 0.00012907456
507 thinker 0.0005029725
508 container 0.00013653548
509 Historical_Site 1.3549589e-05
510 abnormality 8.180761e-05
511 movement 0.0018782315
512 colleague 0.0013224422
513 sociologist 6.720154e-06
514 base 2.2234392e-05
515 culture 6.783478e-05
516 monster 0.00015088072
517 explorer 5.5539795e-06
518 investor 2.8212356e-05
519 tourist_destination 2.011793e-05
520 insurer 1.9273448e-05
521 regular 0.0004756135
522 sample 3.1974916e-05
